permno,adate,qdate,public_date,bm,pe_exi,ps,pcf,roa,roe,ptb,divyield,TICKER
14393,6/30/2015,12/31/2015,3/31/2016,0.49,341.933,0.664,4.363,0.086,0.003,2.229,,SNOW
14393,6/30/2015,12/31/2015,4/30/2016,0.49,351.818,0.671,4.409,0.086,0.003,2.252,,SNOW
14393,6/30/2015,3/31/2016,5/31/2016,0.938,10.255,0.749,5.618,0.093,0.19,1.355,,SNOW
14393,6/30/2015,3/31/2016,6/30/2016,0.938,12.245,0.895,6.708,0.093,0.19,1.618,,SNOW
14393,6/30/2015,3/31/2016,7/31/2016,0.938,13.717,1.002,7.515,0.093,0.19,1.813,,SNOW
14393,6/30/2016,6/30/2016,8/31/2016,0.497,15.872,1.038,9.095,0.09,0.153,2.311,,SNOW
14393,6/30/2016,6/30/2016,9/30/2016,0.497,17.255,1.13,9.897,0.09,0.153,2.515,,SNOW
14393,6/30/2016,6/30/2016,10/31/2016,0.497,17.457,1.143,10.013,0.09,0.153,2.544,,SNOW
14393,6/30/2016,9/30/2016,11/30/2016,0.327,20.161,1.234,9.943,0.09,0.182,3.306,,SNOW
14393,6/30/2016,9/30/2016,12/31/2016,0.327,20.517,1.256,10.119,0.09,0.182,3.365,,SNOW
14393,6/30/2016,9/30/2016,1/31/2017,0.327,23.69,1.45,11.683,0.09,0.182,3.885,,SNOW
14393,6/30/2016,12/31/2016,2/28/2017,0.264,23.56,1.609,11.551,0.103,0.217,4.992,,SNOW
14393,6/30/2016,12/31/2016,3/31/2017,0.264,25.01,1.708,12.262,0.103,0.217,5.299,,SNOW
14393,6/30/2016,12/31/2016,4/30/2017,0.264,23.58,1.612,11.574,0.103,0.217,5.002,,SNOW
14393,6/30/2016,3/31/2017,5/31/2017,0.347,29.638,1.57,10.12,0.117,0.139,2.729,,SNOW
14393,6/30/2016,3/31/2017,6/30/2017,0.347,,1.572,10.132,0.117,0.139,2.732,,SNOW
14393,6/30/2016,3/31/2017,7/31/2017,0.347,,1.572,10.137,0.117,0.139,2.733,,SNOW
14406,12/31/2013,12/31/2013,3/31/2014,0.593,-8.659,2.645,31.031,0.1,,1.685,,
14406,12/31/2013,12/31/2013,4/30/2014,0.493,-8.882,3.182,37.335,0.1,,2.027,,
14406,12/31/2013,3/31/2014,5/31/2014,0.586,-11.792,5.003,-24.758,0.08,-0.019,2.787,,PAH
14406,12/31/2013,3/31/2014,6/30/2014,0.586,-12.134,5.148,-25.476,0.08,-0.019,2.868,,PAH
14406,12/31/2013,3/31/2014,7/31/2014,0.586,-10.697,4.538,-22.459,0.08,-0.019,2.528,,PAH
14406,12/31/2013,6/30/2014,8/31/2014,0.44,-12.762,5.022,-27.993,0.078,-0.017,2.214,,PAH
14406,12/31/2013,6/30/2014,9/30/2014,0.44,-11.692,4.601,-25.645,0.078,-0.017,2.029,,PAH
14406,12/31/2013,6/30/2014,10/31/2014,0.44,-12.15,5.365,-29.906,0.078,-0.017,2.366,,PAH
14406,12/31/2013,9/30/2014,11/30/2014,0.475,-11.687,6.026,-36.454,0.076,0.002,2.786,,PAH
14406,12/31/2013,9/30/2014,12/31/2014,0.475,-10.85,5.595,-33.845,0.076,0.002,2.587,,PAH
14406,12/31/2013,9/30/2014,1/31/2015,0.475,-9.813,5.343,-32.324,0.076,0.002,2.471,,PAH
14406,12/31/2014,12/31/2014,2/28/2015,0.63,-13.289,5.874,50.439,0.062,-0.02,1.861,,PAH
14406,12/31/2014,12/31/2014,3/31/2015,0.63,-13.227,5.85,50.228,0.062,-0.02,1.853,,PAH
14406,12/31/2014,12/31/2014,4/30/2015,0.63,-13.887,6.154,52.844,0.062,-0.02,1.949,,PAH
14406,12/31/2014,3/31/2015,5/31/2015,0.54,-15.861,4.221,183.959,0.092,-0.027,1.892,,PAH
14406,12/31/2014,3/31/2015,6/30/2015,0.54,-15.503,4.465,187.335,0.092,-0.027,2.001,,PAH
14406,12/31/2014,3/31/2015,7/31/2015,0.54,-14.103,4.062,170.094,0.092,-0.027,1.821,,PAH
14406,12/31/2014,6/30/2015,8/31/2015,0.615,-11.193,2.402,27.035,0.09,-0.028,1.217,,PAH
14406,12/31/2014,6/30/2015,9/30/2015,0.615,-7.398,1.588,17.868,0.09,-0.028,0.805,,PAH
14406,12/31/2014,6/30/2015,10/31/2015,0.615,-6.105,1.31,14.746,0.09,-0.028,0.664,,PAH
14406,12/31/2014,9/30/2015,11/30/2015,1.023,-5.065,1.273,17.676,0.079,-0.083,0.97,,PAH
14406,12/31/2014,9/30/2015,12/31/2015,1.023,-5.173,1.415,19.647,0.079,-0.083,1.078,,PAH
14406,12/31/2014,9/30/2015,1/31/2016,1.023,-3.077,0.841,11.684,0.079,-0.083,0.641,,PAH
14406,12/31/2015,12/31/2015,2/29/2016,0.945,-4.664,0.64,5.07,0.071,-0.113,0.585,,PAH
14406,12/31/2015,12/31/2015,3/31/2016,0.945,-5.658,0.776,6.151,0.071,-0.113,0.709,,PAH
14406,12/31/2015,12/31/2015,4/30/2016,0.945,-6.776,0.93,7.368,0.071,-0.113,0.85,,PAH
14406,12/31/2015,3/31/2016,5/31/2016,1.516,-4.969,0.769,12.066,0.066,-0.145,0.728,,PAH
14406,12/31/2015,3/31/2016,6/30/2016,1.516,-4.649,0.72,11.29,0.066,-0.145,0.681,,PAH
14406,12/31/2015,3/31/2016,7/31/2016,1.516,-4.817,0.746,11.699,0.066,-0.145,0.706,,PAH
14406,12/31/2015,6/30/2016,8/31/2016,1.525,-4.788,0.675,19.365,0.064,-0.14,0.668,,PAH
14406,12/31/2015,6/30/2016,9/30/2016,1.525,-4.291,0.717,20.563,0.064,-0.14,0.709,,PAH
14406,12/31/2015,6/30/2016,10/31/2016,1.525,-3.857,0.644,18.484,0.064,-0.14,0.638,,PAH
14406,12/31/2015,9/30/2016,11/30/2016,1.588,-7.137,0.772,15.704,0.067,-0.069,0.726,,PAH
14406,12/31/2015,9/30/2016,12/31/2016,1.588,-7.489,0.81,16.476,0.067,-0.069,0.762,,PAH
14406,12/31/2015,9/30/2016,1/31/2017,1.588,-9.267,1.003,20.39,0.067,-0.069,0.943,,PAH
14406,12/31/2016,12/31/2016,2/28/2017,1.219,-20.292,1.024,19.876,0.071,-0.024,1.081,,PAH
14406,12/31/2016,12/31/2016,3/31/2017,1.219,-20.031,1.032,20.026,0.071,-0.024,1.089,,PAH
14406,12/31/2016,12/31/2016,4/30/2017,1.219,-21.8,1.129,21.905,0.071,-0.024,1.191,,PAH
14406,12/31/2016,3/31/2017,5/31/2017,0.961,-19.2,1.113,12.997,0.071,-0.024,0.999,,PAH
14406,12/31/2016,3/31/2017,6/30/2017,0.961,-19.508,1.131,13.205,0.071,-0.024,1.015,,PAH
14406,12/31/2016,3/31/2017,7/31/2017,0.961,-21.554,1.249,14.59,0.071,-0.024,1.121,,PAH
14406,12/31/2016,6/30/2017,8/31/2017,0.961,-18.54,1.218,11.755,0.071,-0.024,0.96,,PAH
14406,12/31/2016,6/30/2017,9/30/2017,0.961,-17.698,1.163,11.221,0.071,-0.024,0.916,,PAH
14406,12/31/2016,6/30/2017,10/31/2017,0.961,-16.984,1.116,10.768,0.071,-0.024,0.879,,PAH
14406,12/31/2016,9/30/2017,11/30/2017,1.113,-16.311,1.221,9.773,0.071,-0.024,0.802,,PAH
14406,12/31/2016,9/30/2017,12/31/2017,1.113,-16.262,1.217,9.743,0.071,-0.024,0.8,,PAH
14406,12/31/2016,9/30/2017,1/31/2018,1.113,-19.197,1.437,11.502,0.071,-0.024,0.944,,PAH
14406,12/31/2017,12/31/2017,2/28/2018,1.165,-10.038,0.796,16.513,0.075,-0.088,0.905,,PAH
14406,12/31/2017,12/31/2017,3/31/2018,1.165,-9.26,0.735,15.232,0.075,-0.088,0.835,,PAH
14406,12/31/2017,12/31/2017,4/30/2018,1.165,-9.683,0.768,15.928,0.075,-0.088,0.873,,PAH
14406,12/31/2017,3/31/2018,5/31/2018,1.234,-16.75,1.806,24.574,0.048,-0.059,1.015,,PAH
14406,12/31/2017,3/31/2018,6/30/2018,1.234,-16.111,1.737,23.637,0.048,-0.059,0.976,,PAH
14406,12/31/2017,3/31/2018,7/31/2018,1.234,-17.167,1.851,25.186,0.048,-0.059,1.04,,PAH
14406,12/31/2017,6/30/2018,8/31/2018,0.915,-33.15,1.947,36.891,0.041,-0.033,1.25,,PAH
14406,12/31/2017,6/30/2018,9/30/2018,0.915,-31.175,1.831,34.693,0.041,-0.033,1.176,,PAH
14406,12/31/2017,6/30/2018,10/31/2018,0.915,-27.05,1.588,30.103,0.041,-0.033,1.02,,PAH
14406,12/31/2017,9/30/2018,11/30/2018,0.61,-40.586,1.722,47.003,0.041,-0.025,1.549,,PAH
14406,12/31/2017,9/30/2018,12/31/2018,0.61,-35.621,1.511,41.253,0.041,-0.025,1.359,,PAH
14406,12/31/2017,9/30/2018,1/31/2019,0.61,-38.759,1.644,44.887,0.041,-0.025,1.479,,PAH
14406,12/31/2018,12/31/2018,2/28/2019,0.751,-41.704,1.656,-264.71,0.042,-0.028,1.448,,PAH
14406,12/31/2018,12/31/2018,3/31/2019,0.751,-37.407,1.3,-277.83,0.042,-0.028,1.137,,PAH
14406,12/31/2018,12/31/2018,4/30/2019,0.751,-40.222,1.404,-283.94,0.042,-0.028,1.228,,PAH
14406,12/31/2018,3/31/2019,5/31/2019,0.917,-36.385,1.264,242.67,0.04,-0.027,1.021,,ESI
14406,12/31/2018,3/31/2019,6/30/2019,0.917,-39.769,1.381,293.319,0.04,-0.027,1.117,,ESI
14406,12/31/2018,3/31/2019,7/31/2019,0.917,-38.538,1.338,303.868,0.04,-0.027,1.082,,ESI
14406,12/31/2018,6/30/2019,8/31/2019,0.887,-311,1.271,-50.951,0.046,-0.004,1.018,,ESI
14406,12/31/2018,6/30/2019,9/30/2019,0.887,-339.33,1.387,-55.593,0.046,-0.004,1.11,,ESI
14406,12/31/2018,6/30/2019,10/31/2019,0.887,-362,1.48,-59.306,0.046,-0.004,1.185,,ESI
14406,12/31/2018,9/30/2019,11/30/2019,0.88,-389.67,1.578,-66.261,0.056,-0.004,1.305,,ESI
14406,12/31/2018,9/30/2019,12/31/2019,0.88,-389.33,1.577,-66.204,0.056,-0.004,1.304,,ESI
14406,12/31/2018,9/30/2019,1/31/2020,0.88,-390,1.58,-66.317,0.056,-0.004,1.307,,ESI
14406,12/31/2019,12/31/2019,2/29/2020,0.801,34.633,1.429,242.967,0.059,0.034,1.121,,ESI
14406,12/31/2019,12/31/2019,3/31/2020,0.801,27.867,1.15,192.825,0.059,0.034,0.902,,ESI
14406,12/31/2019,12/31/2019,4/30/2020,0.801,34.167,1.389,213.96,0.059,0.034,1.089,,ESI
14406,12/31/2019,3/31/2020,5/31/2020,1.086,30.25,1.481,13.305,0.093,0.039,1.2,,ESI
14406,12/31/2019,3/31/2020,6/30/2020,1.086,30.139,1.476,13.256,0.093,0.039,1.195,,ESI
14406,12/31/2019,3/31/2020,7/31/2020,1.086,30.167,1.477,13.268,0.093,0.039,1.196,,ESI
14406,12/31/2019,6/30/2020,8/31/2020,0.843,34.677,1.521,10.738,0.089,0.034,1.176,,ESI
14406,12/31/2019,6/30/2020,9/30/2020,0.843,33.903,1.487,10.498,0.089,0.034,1.15,,ESI
14406,12/31/2019,6/30/2020,10/31/2020,0.843,37.806,1.647,11.627,0.089,0.034,1.274,,ESI
14406,12/31/2019,9/30/2020,11/30/2020,0.888,28.771,1.927,13.612,0.088,0.053,1.47,1.45%,ESI
14406,12/31/2019,9/30/2020,12/31/2020,0.888,36.938,2.474,17.476,0.088,0.053,1.888,1.13%,ESI
14406,12/31/2019,9/30/2020,1/31/2021,0.888,35.479,2.376,16.786,0.088,0.053,1.813,1.17%,ESI
14406,12/31/2020,12/31/2020,2/28/2021,0.555,58.226,2.406,17.069,0.093,0.032,1.833,1.11%,ESI
14406,12/31/2020,12/31/2020,3/31/2021,0.555,59,2.438,17.296,0.093,0.032,1.858,1.09%,ESI
14406,12/31/2020,12/31/2020,4/30/2021,0.555,70.581,2.921,20.721,0.093,0.032,2.226,0.91%,ESI
14406,12/31/2020,3/31/2021,5/31/2021,0.544,38.344,2.966,23.395,0.102,0.065,2.352,1.03%,ESI
14406,12/31/2020,3/31/2021,6/30/2021,0.544,38.328,2.965,23.385,0.102,0.065,2.351,1.03%,ESI
14406,12/31/2020,3/31/2021,7/31/2021,0.544,38.344,2.968,23.406,0.102,0.065,2.353,1.03%,ESI
14406,12/31/2020,6/30/2021,8/31/2021,0.446,24.707,2.616,21.291,0.112,0.096,2.179,1.06%,ESI
14406,12/31/2020,6/30/2021,9/30/2021,0.446,23.565,2.495,20.308,0.112,0.096,2.078,1.11%,ESI
14406,12/31/2020,6/30/2021,10/31/2021,0.446,24.685,2.613,21.267,0.112,0.096,2.176,1.06%,ESI
14406,12/31/2020,9/30/2021,11/30/2021,0.493,25.132,2.472,19.792,0.113,0.093,2.141,1.40%,ESI
14406,12/31/2020,9/30/2021,12/31/2021,0.493,26.681,2.625,21.012,0.113,0.093,2.273,1.32%,ESI
14406,12/31/2020,9/30/2021,1/31/2022,0.493,24.659,2.426,19.419,0.113,0.093,2.101,1.43%,ESI
14406,12/31/2021,12/31/2021,2/28/2022,0.437,29.976,2.542,18.914,0.104,0.08,2.328,1.30%,ESI
14406,12/31/2021,12/31/2021,3/31/2022,0.437,26.707,2.265,16.852,0.104,0.08,2.074,1.46%,ESI
14406,12/31/2021,12/31/2021,4/30/2022,0.437,25.146,2.132,15.867,0.104,0.08,1.953,1.55%,ESI
14406,12/31/2021,3/31/2022,5/31/2022,0.485,29.569,2.085,18.55,0.104,0.069,2.003,1.50%,ESI
14406,12/31/2021,3/31/2022,6/30/2022,0.485,24.722,1.743,15.509,0.104,0.069,1.675,1.80%,ESI
14406,12/31/2021,3/31/2022,7/31/2022,0.485,27.444,1.935,17.217,0.104,0.069,1.859,1.62%,ESI
14406,12/31/2021,6/30/2022,8/31/2022,0.578,28.723,1.748,16.358,0.103,0.061,1.81,1.71%,ESI
14406,12/31/2021,6/30/2022,9/30/2022,0.578,25.031,1.523,14.255,0.103,0.061,1.578,1.97%,ESI
14406,12/31/2021,6/30/2022,10/31/2022,0.578,26.462,1.589,14.871,0.103,0.061,1.646,1.86%,ESI
14406,12/31/2021,9/30/2022,11/30/2022,0.61,27.167,1.806,15.013,0.102,0.068,1.964,1.64%,ESI
14406,12/31/2021,9/30/2022,12/31/2022,0.61,25.264,1.679,13.962,0.102,0.068,1.826,1.76%,ESI
14406,12/31/2021,9/30/2022,1/31/2023,0.61,28.444,1.891,15.719,0.102,0.068,2.056,1.56%,ESI
14406,12/31/2022,12/31/2022,2/28/2023,0.56,27.387,1.945,16.653,0.101,0.073,2.02,1.56%,ESI
14406,12/31/2022,12/31/2022,3/31/2023,0.56,25.747,1.828,15.655,0.101,0.073,1.899,1.66%,ESI
14406,12/31/2022,12/31/2022,4/30/2023,0.56,24.2,1.719,14.719,0.101,0.073,1.786,1.76%,ESI
14406,12/31/2022,3/31/2023,5/31/2023,0.531,25.614,1.771,12.132,0.095,0.069,1.749,1.78%,ESI
14406,12/31/2022,3/31/2023,6/30/2023,0.531,27.429,1.897,12.991,0.095,0.069,1.873,1.67%,ESI
14406,12/31/2022,3/31/2023,7/31/2023,0.531,29.943,2.071,14.186,0.095,0.069,2.045,1.53%,ESI
14406,12/31/2022,6/30/2023,8/31/2023,0.522,36.821,2.116,13.661,0.092,0.055,2.059,1.55%,ESI
14406,12/31/2022,6/30/2023,9/30/2023,0.522,35.018,2.013,12.992,0.092,0.055,1.958,1.63%,ESI
14406,12/31/2022,6/30/2023,10/31/2023,0.522,32.554,1.871,12.079,0.092,0.055,1.82,1.76%,ESI
14406,12/31/2022,9/30/2023,11/30/2023,0.493,99.81,2.169,15.566,0.093,0.021,2.168,1.53%,ESI
14406,12/31/2022,9/30/2023,12/31/2023,0.493,,2.395,17.185,0.093,0.021,2.394,,ESI
14432,12/31/2013,12/31/2013,3/31/2014,0.071,-15.025,194.108,-23.517,-0.901,,16.804,,
14432,12/31/2013,12/31/2013,4/30/2014,0.071,-13.802,178.337,-21.606,-0.901,,15.439,,
14432,12/31/2013,3/31/2014,5/31/2014,0.269,-13.06,191.939,-17.196,-0.593,,3.102,,ITCI
14432,12/31/2013,3/31/2014,6/30/2014,0.269,-14.534,214.452,-19.213,-0.593,,3.466,,ITCI
14432,12/31/2013,3/31/2014,7/31/2014,0.269,-12.491,184.306,-16.512,-0.593,,2.979,,ITCI
14432,12/31/2013,6/30/2014,8/31/2014,0.28,-15.29,221.924,-18.99,-0.284,,3.015,,ITCI
14432,12/31/2013,6/30/2014,9/30/2014,0.28,-14.742,214.038,-18.316,-0.284,,2.908,,ITCI
14432,12/31/2013,6/30/2014,10/31/2014,0.28,-16.667,241.983,-20.707,-0.284,,3.287,,ITCI
14432,12/31/2013,9/30/2014,11/30/2014,0.333,-15.287,315.485,-16.744,-0.254,-0.267,3.152,,ITCI
14432,12/31/2013,9/30/2014,12/31/2014,0.333,-18.777,388.84,-20.637,-0.254,-0.267,3.885,,ITCI
14432,12/31/2013,9/30/2014,1/31/2015,0.333,-20.66,427.835,-22.707,-0.254,-0.267,4.274,,ITCI
14432,12/31/2014,12/31/2014,2/28/2015,0.232,-22.387,584.38,-32.141,-0.365,-0.39,6.081,,ITCI
14432,12/31/2014,12/31/2014,3/31/2015,0.232,-21.514,688.458,-36.613,-0.365,-0.39,6.927,,ITCI
14432,12/31/2014,12/31/2014,4/30/2015,0.232,-18.423,742.472,-31.354,-0.365,-0.39,5.932,,ITCI
14432,12/31/2014,3/31/2015,5/31/2015,0.266,-16.304,841.279,-29.11,-0.35,-0.362,4.128,,ITCI
14432,12/31/2014,3/31/2015,6/30/2015,0.266,-19.845,824.146,-35.505,-0.35,-0.362,5.035,,ITCI
14432,12/31/2014,3/31/2015,7/31/2015,0.266,-18.075,810.119,-32.338,-0.35,-0.362,4.586,,ITCI
14432,12/31/2014,6/30/2015,8/31/2015,0.182,-12.942,621.882,-16.378,-0.407,-0.425,4.614,,ITCI
14432,12/31/2014,6/30/2015,9/30/2015,0.182,-19.343,482.184,-30.033,-0.407,-0.425,8.46,,ITCI
14432,12/31/2014,6/30/2015,10/31/2015,0.182,-23.116,430.859,-35.891,-0.407,-0.425,10.11,,ITCI
14432,12/31/2014,9/30/2015,11/30/2015,0.291,-19.253,577.249,-31.246,-0.51,-0.536,4.572,,ITCI
14432,12/31/2014,9/30/2015,12/31/2015,0.291,-19.419,553.742,-31.613,-0.51,-0.536,4.626,,ITCI
14432,12/31/2014,9/30/2015,1/31/2016,0.291,-13.386,401.989,-21.793,-0.51,-0.536,3.189,,ITCI
14432,12/31/2015,12/31/2015,2/29/2016,0.205,-9.663,264.485,-11.881,-0.344,-0.351,2.552,,ITCI
14432,12/31/2015,12/31/2015,3/31/2016,0.205,-9.553,361.108,-11.751,-0.344,-0.351,2.524,,ITCI
14432,12/31/2015,12/31/2015,4/30/2016,0.205,-11.794,426.697,-14.507,-0.344,-0.351,3.116,,ITCI
14432,12/31/2015,3/31/2016,5/31/2016,0.377,-13.675,557.843,-15.751,-0.309,-0.314,3.696,,ITCI
14432,12/31/2015,3/31/2016,6/30/2016,0.377,-13.717,446.294,-15.806,-0.309,-0.314,3.708,,ITCI
14432,12/31/2015,3/31/2016,7/31/2016,0.377,-14.417,420.834,-16.613,-0.309,-0.314,3.898,,ITCI
14432,12/31/2015,6/30/2016,8/31/2016,0.254,-13.721,483.464,-19.667,-0.29,-0.293,4.096,,ITCI
14432,12/31/2015,6/30/2016,9/30/2016,0.254,-5.184,595.064,-7.433,-0.29,-0.293,1.548,,ITCI
14432,12/31/2015,6/30/2016,10/31/2016,0.254,-4.218,451.112,-6.048,-0.29,-0.293,1.26,,ITCI
14432,12/31/2015,9/30/2016,11/30/2016,0.606,-5.106,531.503,-6.163,-0.25,-0.254,1.51,,ITCI
14432,12/31/2015,9/30/2016,12/31/2016,0.606,-5.527,489.118,-6.676,-0.25,-0.254,1.636,,ITCI
14432,12/31/2015,9/30/2016,1/31/2017,0.606,-5.289,499.009,-6.388,-0.25,-0.254,1.566,,ITCI
14432,12/31/2016,12/31/2016,2/28/2017,0.575,-4.851,327.779,-6.208,-0.27,-0.273,1.509,,ITCI
14432,12/31/2016,12/31/2016,3/31/2017,0.575,-6.041,299.991,-7.731,-0.27,-0.273,1.879,,ITCI
14432,12/31/2016,12/31/2016,4/30/2017,0.575,-5.138,387.285,-6.575,-0.27,-0.273,1.598,,ITCI
14432,12/31/2016,3/31/2017,5/31/2017,0.5,-3.839,463.875,-5.057,-0.255,-0.279,1.261,,ITCI
14432,12/31/2016,3/31/2017,6/30/2017,0.5,-4.652,506.269,-6.128,-0.255,-0.279,1.528,,ITCI
14432,12/31/2016,3/31/2017,7/31/2017,0.5,-4.333,511.881,-5.709,-0.255,-0.279,1.423,,ITCI
14432,12/31/2016,6/30/2017,8/31/2017,0.63,-7.785,525.194,-8.061,-0.238,-0.264,2.359,,ITCI
14432,12/31/2016,6/30/2017,9/30/2017,0.63,-6.658,607.436,-6.895,-0.238,-0.264,2.018,,ITCI
14432,12/31/2016,6/30/2017,10/31/2017,0.63,-6.578,562.559,-8.329,-0.238,-0.264,2.437,,ITCI
14432,12/31/2016,9/30/2017,11/30/2017,0.466,-7.045,646.146,-10.053,-0.237,-0.259,2.648,,ITCI
14432,12/31/2016,9/30/2017,12/31/2017,0.466,-6.582,611.53,-9.395,-0.237,-0.259,2.475,,ITCI
14432,12/31/2016,9/30/2017,1/31/2018,0.466,-7.736,653.099,-11.043,-0.237,-0.259,2.909,,ITCI
14432,12/31/2017,12/31/2017,2/28/2018,0.575,-9.137,471.044,-13.158,-0.239,-0.236,2.331,,ITCI
14432,12/31/2017,12/31/2017,3/31/2018,0.575,-9.929,514.833,-14.304,-0.239,-0.236,2.534,,ITCI
14432,12/31/2017,12/31/2017,4/30/2018,0.575,-8.217,579.035,-11.837,-0.239,-0.236,2.097,,ITCI
14432,12/31/2017,3/31/2018,5/31/2018,0.368,-10.828,710.516,-13.981,-0.293,-0.29,3.009,,ITCI
14432,12/31/2017,3/31/2018,6/30/2018,0.368,-8.219,700.809,-10.613,-0.293,-0.29,2.284,,ITCI
14432,12/31/2017,3/31/2018,7/31/2018,0.368,-9.335,647.524,-12.054,-0.293,-0.29,2.594,,ITCI
14432,12/31/2017,6/30/2018,8/31/2018,0.404,-9.066,546.969,-12.027,-0.331,-0.328,3.075,,ITCI
14432,12/31/2017,6/30/2018,9/30/2018,0.404,-8.967,494.507,-11.896,-0.331,-0.328,3.041,,ITCI
14432,12/31/2017,6/30/2018,10/31/2018,0.404,-7.017,341.156,-9.309,-0.331,-0.328,2.38,,ITCI
14432,12/31/2017,9/30/2018,11/30/2018,0.298,-5.453,386.139,-6.949,-0.366,-0.364,2.236,,ITCI
14432,12/31/2017,9/30/2018,12/31/2018,0.298,-4.298,274.444,-5.494,-0.366,-0.364,1.768,,ITCI
14432,12/31/2017,9/30/2018,1/31/2019,0.298,-4.543,290.723,-5.808,-0.366,-0.364,1.869,,ITCI
14432,12/31/2018,12/31/2018,2/28/2019,0.508,-4.796,,-6.353,-0.391,-0.402,2.363,,ITCI
14432,12/31/2018,12/31/2018,3/31/2019,0.508,-4.289,,-5.683,-0.391,-0.402,2.114,,ITCI
14432,12/31/2018,12/31/2018,4/30/2019,0.508,-4.637,,-6.144,-0.391,-0.402,2.285,,ITCI
14432,12/31/2018,3/31/2019,5/31/2019,0.43,-4.606,,-5.648,-0.404,-0.416,2.482,,ITCI
14432,12/31/2018,3/31/2019,6/30/2019,0.43,-4.603,,-5.649,-0.404,-0.416,2.482,,ITCI
14432,12/31/2018,3/31/2019,7/31/2019,0.43,-2.961,,-3.634,-0.404,-0.416,1.597,,ITCI
14432,12/31/2018,6/30/2019,8/31/2019,0.358,-3.035,,-3.919,-0.431,-0.458,1.839,,ITCI
14432,12/31/2018,6/30/2019,9/30/2019,0.358,-2.649,,-3.425,-0.431,-0.458,1.607,,ITCI
14432,12/31/2018,6/30/2019,10/31/2019,0.358,-3.28,,-4.241,-0.431,-0.458,1.99,,ITCI
14432,12/31/2018,9/30/2019,11/30/2019,0.55,-3.61,,-4.395,-0.443,-0.486,2.365,,ITCI
14432,12/31/2018,9/30/2019,12/31/2019,0.55,-12.755,,-15.599,-0.443,-0.486,8.394,,ITCI
14432,12/31/2018,9/30/2019,1/31/2020,0.55,-8.435,,-10.347,-0.443,-0.486,5.568,,ITCI
14432,12/31/2019,12/31/2019,2/29/2020,0.102,-7.873,423.796,-10.903,-0.505,-0.576,7.156,,ITCI
14432,12/31/2019,12/31/2019,3/31/2020,0.102,-5.735,331.434,-7.95,-0.505,-0.576,5.218,,ITCI
14432,12/31/2019,12/31/2019,4/30/2020,0.102,-6.593,410.443,-9.14,-0.505,-0.576,5.999,,ITCI
14432,12/31/2019,3/31/2020,5/31/2020,0.423,-7.511,598.332,-9.664,-0.56,-0.663,3.223,,ITCI
14432,12/31/2019,3/31/2020,6/30/2020,0.423,-9.234,663.903,-11.939,-0.56,-0.663,3.982,,ITCI
14432,12/31/2019,3/31/2020,7/31/2020,0.423,-7.131,682.59,-9.22,-0.56,-0.663,3.076,,ITCI
14432,12/31/2019,6/30/2020,8/31/2020,0.221,-5.954,398.786,-7.451,-0.579,-0.673,3.206,,ITCI
14432,12/31/2019,6/30/2020,9/30/2020,0.221,-8.386,674.031,-12.594,-0.579,-0.673,5.418,,ITCI
14432,12/31/2019,6/30/2020,10/31/2020,0.221,-8.062,648.026,-12.108,-0.579,-0.673,5.209,,ITCI
14432,12/31/2019,9/30/2020,11/30/2020,0.345,-7.342,181.856,-9.625,-0.581,-0.672,2.671,,ITCI
14432,12/31/2019,9/30/2020,12/31/2020,0.345,-9.876,245.559,-12.996,-0.581,-0.672,3.607,,ITCI
14432,12/31/2019,9/30/2020,1/31/2021,0.345,-9.984,248.262,-13.139,-0.581,-0.672,3.647,,ITCI
14432,12/31/2020,12/31/2020,2/28/2021,0.257,-10.969,125.669,-12.461,-0.476,-0.533,4.365,,ITCI
14432,12/31/2020,12/31/2020,3/31/2021,0.257,-10.505,120.671,-11.965,-0.476,-0.533,4.191,,ITCI
14432,12/31/2020,12/31/2020,4/30/2021,0.257,-10.659,122.45,-12.142,-0.476,-0.533,4.253,,ITCI
14432,12/31/2020,3/31/2021,5/31/2021,0.222,-12.472,85.095,-14.122,-0.39,-0.427,5.228,,ITCI
14432,12/31/2020,3/31/2021,6/30/2021,0.222,-12.918,88.259,-14.647,-0.39,-0.427,5.422,,ITCI
14432,12/31/2020,3/31/2021,7/31/2021,0.222,-10.864,74.227,-12.318,-0.39,-0.427,4.56,,ITCI
14432,12/31/2020,6/30/2021,8/31/2021,0.167,-10.885,48.442,-11.303,-0.367,-0.403,4.878,,ITCI
14432,12/31/2020,6/30/2021,9/30/2021,0.167,-12.223,54.419,-12.698,-0.367,-0.403,5.48,,ITCI
14432,12/31/2020,6/30/2021,10/31/2021,0.167,-14.121,62.871,-14.67,-0.367,-0.403,6.331,,ITCI
14432,12/31/2020,9/30/2021,11/30/2021,0.16,-12.65,46.718,-12.952,-0.374,-0.409,6.775,,ITCI
14432,12/31/2020,9/30/2021,12/31/2021,0.16,-16.356,60.72,-16.834,-0.374,-0.409,8.805,,ITCI
14432,12/31/2020,9/30/2021,1/31/2022,0.16,-14.841,62.177,-17.238,-0.374,-0.409,9.017,,ITCI
14432,12/31/2021,12/31/2021,2/28/2022,0.098,-15.851,61.962,-20.007,-0.472,-0.529,12.426,,ITCI
14432,12/31/2021,12/31/2021,3/31/2022,0.098,-17.483,68.65,-22.166,-0.472,-0.529,13.767,,ITCI
