permno,adate,qdate,public_date,bm,pe_exi,ps,pcf,roa,roe,ptb,divyield,TICKER
10107,6/30/2014,9/30/2014,11/30/2014,0.243,18.749,4.325,12.171,0.217,0.242,4.243,2.59%,MSFT
10107,6/30/2014,9/30/2014,12/31/2014,0.243,18.216,4.189,11.789,0.217,0.242,4.11,2.67%,MSFT
10107,6/30/2014,9/30/2014,1/31/2015,0.243,15.843,3.637,10.236,0.217,0.242,3.568,3.07%,MSFT
10107,6/30/2014,12/31/2014,2/28/2015,0.248,17.681,3.865,11.135,0.21,0.228,3.799,2.83%,MSFT
10107,6/30/2014,12/31/2014,3/31/2015,0.248,16.393,3.544,10.209,0.21,0.228,3.483,3.05%,MSFT
10107,6/30/2014,12/31/2014,4/30/2015,0.248,19.613,4.228,12.179,0.21,0.228,4.155,2.55%,MSFT
10107,6/30/2014,3/31/2015,5/31/2015,0.282,19.444,4.016,11.929,0.203,0.216,4.074,2.65%,MSFT
10107,6/30/2014,3/31/2015,6/30/2015,0.282,18.32,3.754,11.152,0.203,0.216,3.809,2.81%,MSFT
10107,6/30/2014,3/31/2015,7/31/2015,0.282,19.378,3.957,11.754,0.203,0.216,4.014,2.66%,MSFT
10107,6/30/2015,6/30/2015,8/31/2015,0.234,29.405,3.72,11.969,0.193,0.139,4.198,2.85%,MSFT
10107,6/30/2015,6/30/2015,9/30/2015,0.234,29.905,3.777,12.155,0.193,0.139,4.263,2.80%,MSFT
10107,6/30/2015,6/30/2015,10/31/2015,0.234,35.568,4.493,14.46,0.193,0.139,5.071,2.36%,MSFT
10107,6/30/2015,9/30/2015,11/30/2015,0.225,35.523,4.784,14.807,0.189,0.138,5.453,2.65%,MSFT
10107,6/30/2015,9/30/2015,12/31/2015,0.225,36.261,4.845,14.996,0.189,0.138,5.523,2.60%,MSFT
10107,6/30/2015,9/30/2015,1/31/2016,0.225,36.007,4.801,14.861,0.189,0.138,5.473,2.61%,MSFT
10107,6/30/2015,12/31/2015,2/29/2016,0.18,35.333,4.569,13.161,0.177,0.134,5.096,2.83%,MSFT
10107,6/30/2015,12/31/2015,3/31/2016,0.18,38.354,4.935,14.215,0.177,0.134,5.504,2.61%,MSFT
10107,6/30/2015,12/31/2015,4/30/2016,0.18,34.632,4.45,12.82,0.177,0.134,4.964,2.89%,MSFT
10107,6/30/2015,3/31/2016,5/31/2016,0.178,40.769,4.795,13.152,0.168,0.125,5.377,2.72%,MSFT
10107,6/30/2015,3/31/2016,6/30/2016,0.178,39.362,4.598,12.613,0.168,0.125,5.157,2.81%,MSFT
10107,6/30/2015,3/31/2016,7/31/2016,0.178,43.6,5.083,13.943,0.168,0.125,5.701,2.54%,MSFT
10107,6/30/2016,6/30/2016,8/31/2016,0.184,27.362,5.248,13.436,0.147,0.215,6.094,2.51%,MSFT
10107,6/30/2016,6/30/2016,9/30/2016,0.184,27.429,5.252,13.447,0.147,0.215,6.099,2.50%,MSFT
10107,6/30/2016,6/30/2016,10/31/2016,0.184,28.533,5.461,13.98,0.147,0.215,6.341,2.40%,MSFT
10107,6/30/2016,9/30/2016,11/30/2016,0.16,27.391,5.394,12.915,0.16,0.227,6.513,2.59%,MSFT
10107,6/30/2016,9/30/2016,12/31/2016,0.16,28.245,5.53,13.24,0.16,0.227,6.677,2.51%,MSFT
10107,6/30/2016,9/30/2016,1/31/2017,0.16,29.386,5.751,13.77,0.16,0.227,6.945,2.41%,MSFT
10107,6/30/2016,12/31/2016,2/28/2017,0.146,26.882,5.561,13.371,0.165,0.249,7.069,2.44%,MSFT
10107,6/30/2016,12/31/2016,3/31/2017,0.146,27.672,5.722,13.756,0.165,0.249,7.272,2.37%,MSFT
10107,6/30/2016,12/31/2016,4/30/2017,0.146,28.765,5.945,14.295,0.165,0.249,7.557,2.28%,MSFT
10107,6/30/2016,3/31/2017,5/31/2017,0.138,26.759,5.888,14.586,0.167,0.281,7.682,2.23%,MSFT
10107,6/30/2016,3/31/2017,6/30/2017,0.138,26.41,5.802,14.373,0.167,0.281,7.569,2.26%,MSFT
10107,6/30/2016,3/31/2017,7/31/2017,0.138,27.854,6.114,15.148,0.167,0.281,7.977,2.15%,MSFT
10107,6/30/2017,6/30/2017,8/31/2017,0.137,27.59,6.402,14.577,0.14,0.29,7.897,2.09%,MSFT
10107,6/30/2017,6/30/2017,9/30/2017,0.137,27.487,6.389,14.547,0.14,0.29,7.881,2.09%,MSFT
10107,6/30/2017,6/30/2017,10/31/2017,0.137,30.694,7.134,16.243,0.14,0.29,8.799,1.88%,MSFT
10107,6/30/2017,9/30/2017,11/30/2017,0.165,24.976,6.547,16.073,0.176,0.371,6.824,2.00%,MSFT
10107,6/30/2017,9/30/2017,12/31/2017,0.165,25.383,6.645,16.315,0.176,0.371,6.926,1.96%,MSFT
10107,6/30/2017,9/30/2017,1/31/2018,0.165,28.193,7.376,18.109,0.176,0.371,7.688,1.77%,MSFT
10107,6/30/2017,12/31/2017,2/28/2018,0.124,52.977,7.06,17.199,0.174,0.179,8.854,1.79%,MSFT
10107,6/30/2017,12/31/2017,3/31/2018,0.124,51.565,6.863,16.719,0.174,0.179,8.607,1.84%,MSFT
10107,6/30/2017,12/31/2017,4/30/2018,0.124,52.836,7.026,17.116,0.174,0.179,8.811,1.80%,MSFT
10107,6/30/2017,3/31/2018,5/31/2018,0.116,48.931,7.172,17.469,0.176,0.197,9.3,1.70%,MSFT
10107,6/30/2017,3/31/2018,6/30/2018,0.116,48.817,7.15,17.415,0.176,0.197,9.271,1.70%,MSFT
10107,6/30/2017,3/31/2018,7/31/2018,0.116,52.515,7.683,18.712,0.176,0.197,9.962,1.58%,MSFT
10107,6/30/2018,6/30/2018,8/31/2018,0.11,52.737,7.805,19.628,0.18,0.212,10.346,1.50%,MSFT
10107,6/30/2018,6/30/2018,9/30/2018,0.11,53.695,7.959,20.016,0.18,0.212,10.55,1.47%,MSFT
10107,6/30/2018,6/30/2018,10/31/2018,0.11,50.146,7.429,18.683,0.18,0.212,9.848,1.57%,MSFT
10107,6/30/2018,9/30/2018,11/30/2018,0.1,46.012,7.408,18.874,0.19,0.22,9.679,1.66%,MSFT
10107,6/30/2018,9/30/2018,12/31/2018,0.1,42.145,6.791,17.303,0.19,0.22,8.873,1.81%,MSFT
10107,6/30/2018,9/30/2018,1/31/2019,0.1,43.332,6.973,17.765,0.19,0.22,9.11,1.76%,MSFT
10107,6/30/2018,12/31/2018,2/28/2019,0.121,25.993,7.256,18.634,0.196,0.401,9.125,1.64%,MSFT
10107,6/30/2018,12/31/2018,3/31/2019,0.121,27.364,7.632,19.601,0.196,0.401,9.599,1.56%,MSFT
10107,6/30/2018,12/31/2018,4/30/2019,0.121,30.302,8.448,21.696,0.196,0.401,10.625,1.41%,MSFT
10107,6/30/2018,3/31/2019,5/31/2019,0.107,27.484,7.755,19.954,0.205,0.403,9.801,1.49%,MSFT
10107,6/30/2018,3/31/2019,6/30/2019,0.107,29.769,8.378,21.557,0.205,0.403,10.588,1.37%,MSFT
10107,6/30/2018,3/31/2019,7/31/2019,0.107,30.282,8.514,21.907,0.205,0.403,10.76,1.35%,MSFT
10107,6/30/2019,6/30/2019,8/31/2019,0.1,27.245,8.365,20.171,0.2,0.422,10.263,1.33%,MSFT
10107,6/30/2019,6/30/2019,9/30/2019,0.1,27.476,8.434,20.338,0.2,0.422,10.348,1.32%,MSFT
10107,6/30/2019,6/30/2019,10/31/2019,0.1,28.334,8.691,20.959,0.2,0.422,10.664,1.28%,MSFT
10107,6/30/2019,9/30/2019,11/30/2019,0.1,28.508,8.896,22.062,0.216,0.431,10.865,1.35%,MSFT
10107,6/30/2019,9/30/2019,12/31/2019,0.1,29.699,9.246,22.929,0.216,0.431,11.292,1.29%,MSFT
10107,6/30/2019,9/30/2019,1/31/2020,0.1,32.058,9.974,24.735,0.216,0.431,12.181,1.20%,MSFT
10107,6/30/2019,12/31/2019,2/29/2020,0.092,28.176,9.179,22.766,0.226,0.444,11.169,1.26%,MSFT
10107,6/30/2019,12/31/2019,3/31/2020,0.092,27.428,8.916,22.115,0.226,0.444,10.849,1.29%,MSFT
10107,6/30/2019,12/31/2019,4/30/2020,0.092,31.167,10.123,25.109,0.226,0.444,12.318,1.14%,MSFT
10107,6/30/2019,3/31/2020,5/31/2020,0.096,30.491,10.019,23.914,0.231,0.445,12.117,1.11%,MSFT
10107,6/30/2019,3/31/2020,6/30/2020,0.096,33.862,11.109,26.515,0.231,0.445,13.435,1.00%,MSFT
10107,6/30/2019,3/31/2020,7/31/2020,0.096,34.111,11.186,26.698,0.231,0.445,13.528,1.00%,MSFT
10107,6/30/2020,6/30/2020,8/31/2020,0.077,39.155,11.934,28.129,0.222,0.401,14.402,0.91%,MSFT
10107,6/30/2020,6/30/2020,9/30/2020,0.077,36.516,11.124,26.221,0.222,0.401,13.425,0.97%,MSFT
10107,6/30/2020,6/30/2020,10/31/2020,0.077,35.151,10.704,25.229,0.222,0.401,12.917,1.01%,MSFT
10107,6/30/2020,9/30/2020,11/30/2020,0.078,34.583,11.002,24.451,0.239,0.422,13.097,1.05%,MSFT
10107,6/30/2020,9/30/2020,12/31/2020,0.078,35.932,11.409,25.356,0.239,0.422,13.581,1.01%,MSFT
10107,6/30/2020,9/30/2020,1/31/2021,0.078,37.473,11.892,26.431,0.239,0.422,14.157,0.97%,MSFT
10107,6/30/2020,12/31/2020,2/28/2021,0.078,34.632,11.434,25.764,0.247,0.439,13.44,0.96%,MSFT
10107,6/30/2020,12/31/2020,3/31/2021,0.078,35.137,11.588,26.111,0.247,0.439,13.621,0.95%,MSFT
10107,6/30/2020,12/31/2020,4/30/2021,0.078,37.583,12.391,27.92,0.247,0.439,14.564,0.89%,MSFT
10107,6/30/2020,3/31/2021,5/31/2021,0.076,34.016,11.755,25.865,0.255,0.46,13.963,0.90%,MSFT
10107,6/30/2020,3/31/2021,6/30/2021,0.076,36.907,12.733,28.017,0.255,0.46,15.124,0.83%,MSFT
10107,6/30/2020,3/31/2021,7/31/2021,0.076,38.816,13.384,29.45,0.255,0.46,15.898,0.79%,MSFT
10107,6/30/2021,6/30/2021,8/31/2021,0.07,37.501,13.496,29.562,0.255,0.47,15.955,0.74%,MSFT
10107,6/30/2021,6/30/2021,9/30/2021,0.07,35.021,12.592,27.582,0.255,0.47,14.886,0.80%,MSFT
10107,6/30/2021,6/30/2021,10/31/2021,0.07,41.195,14.812,32.445,0.255,0.47,17.511,0.68%,MSFT
10107,6/30/2021,9/30/2021,11/30/2021,0.072,36.979,14.083,30.289,0.277,0.512,16.309,0.75%,MSFT
10107,6/30/2021,9/30/2021,12/31/2021,0.072,37.62,14.327,30.814,0.277,0.512,16.592,0.74%,MSFT
10107,6/30/2021,9/30/2021,1/31/2022,0.072,34.785,13.228,28.45,0.277,0.512,15.319,0.80%,MSFT
10107,6/30/2021,12/31/2021,2/28/2022,0.064,31.82,12.114,26.695,0.286,0.509,13.982,0.83%,MSFT
10107,6/30/2021,12/31/2021,3/31/2022,0.064,32.834,12.477,27.495,0.286,0.509,14.4,0.80%,MSFT
10107,6/30/2021,12/31/2021,4/30/2022,0.064,29.555,11.225,24.736,0.286,0.509,12.955,0.89%,MSFT
10107,6/30/2021,3/31/2022,5/31/2022,0.071,28.379,10.56,23.34,0.291,0.492,12.457,0.91%,MSFT
10107,6/30/2021,3/31/2022,6/30/2022,0.071,26.809,9.955,22.005,0.291,0.492,11.744,0.97%,MSFT
10107,6/30/2021,3/31/2022,7/31/2022,0.071,29.305,10.873,24.034,0.291,0.492,12.827,0.88%,MSFT
10107,6/30/2022,6/30/2022,8/31/2022,0.087,27.095,9.835,21.902,0.281,0.471,11.693,0.95%,MSFT
10107,6/30/2022,6/30/2022,9/30/2022,0.087,24.135,8.759,19.506,0.281,0.471,10.414,1.06%,MSFT
10107,6/30/2022,6/30/2022,10/31/2022,0.087,24.055,8.728,19.435,0.281,0.471,10.376,1.07%,MSFT
10107,6/30/2022,9/30/2022,11/30/2022,0.1,27.494,9.366,21.689,0.285,0.435,10.944,1.07%,MSFT
10107,6/30/2022,9/30/2022,12/31/2022,0.1,25.843,8.794,20.366,0.285,0.435,10.276,1.13%,MSFT
10107,6/30/2022,9/30/2022,1/31/2023,0.1,26.704,9.084,21.035,0.285,0.435,10.614,1.10%,MSFT
10107,6/30/2022,12/31/2022,2/28/2023,0.103,27.744,9.097,22.002,0.279,0.406,10.122,1.09%,MSFT
10107,6/30/2022,12/31/2022,3/31/2023,0.103,32.069,10.505,25.408,0.279,0.406,11.689,0.94%,MSFT
10107,6/30/2022,12/31/2022,4/30/2023,0.103,34.178,11.194,27.074,0.279,0.406,12.455,0.89%,MSFT
10107,6/30/2022,3/31/2023,5/31/2023,0.091,35.617,11.762,29.263,0.279,0.402,12.523,0.83%,MSFT
10107,6/30/2022,3/31/2023,6/30/2023,0.091,36.935,12.192,30.332,0.279,0.402,12.98,0.80%,MSFT
10107,6/30/2022,3/31/2023,7/31/2023,0.091,36.434,12.023,29.911,0.279,0.402,12.8,0.81%,MSFT
10107,6/30/2023,6/30/2023,8/31/2023,0.082,33.86,11.491,27.805,0.266,0.388,11.784,0.83%,MSFT
10107,6/30/2023,6/30/2023,9/30/2023,0.082,32.619,11.069,26.783,0.266,0.388,11.351,0.86%,MSFT
10107,6/30/2023,6/30/2023,10/31/2023,0.082,34.929,11.858,28.692,0.266,0.388,12.16,0.80%,MSFT
10107,6/30/2023,9/30/2023,11/30/2023,0.094,36.681,12.9,29.654,0.29,0.406,12.732,0.79%,MSFT
10107,6/30/2023,9/30/2023,12/31/2023,0.094,36.403,12.802,29.429,0.29,0.406,12.636,0.80%,MSFT
10138,12/31/2008,9/30/2009,1/31/2010,0.233,42.776,7.362,27.227,0.227,0.12,4.691,2.02%,TROW
10138,12/31/2009,12/31/2009,2/28/2010,0.209,30.721,7.008,24.492,0.256,0.161,4.551,1.97%,TROW
10138,12/31/2009,12/31/2009,3/31/2010,0.209,33.315,7.618,26.625,0.256,0.161,4.948,1.96%,TROW
10138,12/31/2009,12/31/2009,4/30/2010,0.209,34.873,7.979,27.885,0.256,0.161,5.182,1.88%,TROW
10138,12/31/2009,3/31/2010,5/31/2010,0.211,24.515,6.291,19.687,0.296,0.202,4.275,2.18%,TROW
10138,12/31/2009,3/31/2010,6/30/2010,0.211,21.975,5.587,17.486,0.296,0.202,3.797,2.43%,TROW
10138,12/31/2009,3/31/2010,7/31/2010,0.211,23.876,6.051,18.937,0.296,0.202,4.112,2.24%,TROW
10138,12/31/2009,6/30/2010,8/31/2010,0.259,19.549,5.154,15.634,0.312,0.213,3.793,2.47%,TROW
10138,12/31/2009,6/30/2010,9/30/2010,0.259,22.35,5.893,17.876,0.312,0.213,4.337,2.16%,TROW
10138,12/31/2009,6/30/2010,10/31/2010,0.259,24.674,6.507,19.74,0.312,0.213,4.789,1.95%,TROW
10138,12/31/2009,9/30/2010,11/30/2010,0.239,24.508,6.601,19.164,0.318,0.219,4.881,1.85%,TROW
10138,12/31/2009,9/30/2010,12/31/2010,0.239,27.118,7.37,21.397,0.318,0.219,5.45,1.67%,TROW
10138,12/31/2009,9/30/2010,1/31/2011,0.239,27.697,7.528,21.855,0.318,0.219,5.566,1.64%,TROW
10138,12/31/2010,12/31/2010,2/28/2011,0.197,26.474,7.326,23.701,0.321,0.218,5.269,1.61%,TROW
10138,12/31/2010,12/31/2010,3/31/2011,0.197,26.253,7.274,23.533,0.321,0.218,5.231,1.87%,TROW
10138,12/31/2010,12/31/2010,4/30/2011,0.197,25.395,7.04,22.774,0.321,0.218,5.063,1.93%,TROW
10138,12/31/2010,3/31/2011,5/31/2011,0.2,23.708,6.585,20.246,0.335,0.232,4.758,1.96%,TROW
10138,12/31/2010,3/31/2011,6/30/2011,0.2,22.599,6.199,19.06,0.335,0.232,4.479,2.06%,TROW
10138,12/31/2010,3/31/2011,7/31/2011,0.2,21.273,5.832,17.931,0.335,0.232,4.214,2.18%,TROW
10138,12/31/2010,6/30/2011,8/31/2011,0.22,18.765,5.207,15.386,0.345,0.238,4.017,2.32%,TROW
10138,12/31/2010,6/30/2011,9/30/2011,0.22,16.761,4.586,13.551,0.345,0.238,3.538,2.60%,TROW
10138,12/31/2010,6/30/2011,10/31/2011,0.22,18.54,5.07,14.981,0.345,0.238,3.912,2.35%,TROW
10138,12/31/2010,9/30/2011,11/30/2011,0.271,19.438,5.26,14.909,0.343,0.235,4.386,2.18%,TROW
10138,12/31/2010,9/30/2011,12/31/2011,0.271,19.503,5.291,14.997,0.343,0.235,4.412,2.18%,TROW
10138,12/31/2010,9/30/2011,1/31/2012,0.271,19.808,5.374,15.231,0.343,0.235,4.48,2.14%,TROW
10138,12/31/2011,12/31/2011,2/29/2012,0.237,21.092,5.682,16.476,0.351,0.23,4.568,2.01%,TROW
10138,12/31/2011,12/31/2011,3/31/2012,0.237,22.363,6.053,17.553,0.351,0.23,4.867,2.08%,TROW
10138,12/31/2011,12/31/2011,4/30/2012,0.237,21.615,5.854,16.976,0.351,0.23,4.707,2.15%,TROW
10138,12/31/2011,3/31/2012,5/31/2012,0.218,19.522,5.255,16.728,0.34,0.229,4.047,2.36%,TROW
10138,12/31/2011,3/31/2012,6/30/2012,0.218,21.342,5.714,18.19,0.34,0.229,4.4,2.16%,TROW
10138,12/31/2011,3/31/2012,7/31/2012,0.218,20.593,5.516,17.559,0.34,0.229,4.248,2.24%,TROW
10138,12/31/2011,6/30/2012,8/31/2012,0.229,20.617,5.534,18.736,0.337,0.227,4.264,2.21%,TROW
10138,12/31/2011,6/30/2012,9/30/2012,0.229,21.242,5.724,19.378,0.337,0.227,4.41,2.15%,TROW
10138,12/31/2011,6/30/2012,10/31/2012,0.229,21.772,5.868,19.865,0.337,0.227,4.521,2.10%,TROW
10138,12/31/2011,9/30/2012,11/30/2012,0.239,20.146,5.669,18.969,0.348,0.24,4.271,2.10%,TROW
10138,12/31/2011,9/30/2012,12/31/2012,0.239,20.286,5.756,19.261,0.348,0.24,4.337,2.09%,TROW
10138,12/31/2011,9/30/2012,1/31/2013,0.239,22.246,6.313,21.123,0.348,0.24,4.756,1.90%,TROW
10138,12/31/2012,12/31/2012,2/28/2013,0.23,21.188,6.09,20.404,0.363,0.243,4.79,1.91%,TROW
10138,12/31/2012,12/31/2012,3/31/2013,0.23,22.283,6.417,21.5,0.363,0.243,5.047,2.03%,TROW
10138,12/31/2012,12/31/2012,4/30/2013,0.23,21.577,6.216,20.826,0.363,0.243,4.889,2.10%,TROW
10138,12/31/2012,3/31/2013,5/31/2013,0.212,21.565,6.331,17.956,0.358,0.248,4.793,2.00%,TROW
10138,12/31/2012,3/31/2013,6/30/2013,0.212,20.795,6.122,17.362,0.358,0.248,4.635,2.08%,TROW
10138,12/31/2012,3/31/2013,7/31/2013,0.212,21.375,6.294,17.852,0.358,0.248,4.766,2.02%,TROW
10138,12/31/2012,6/30/2013,8/31/2013,0.226,19.216,5.654,16.059,0.365,0.251,4.233,2.17%,TROW
10138,12/31/2012,6/30/2013,9/30/2013,0.226,19.707,5.815,16.515,0.365,0.251,4.353,2.11%,TROW
10138,12/31/2012,6/30/2013,10/31/2013,0.226,21.208,6.259,17.776,0.365,0.251,4.686,1.96%,TROW
10138,12/31/2012,9/30/2013,11/30/2013,0.242,21.687,6.282,17.492,0.366,0.246,4.623,1.89%,TROW
10138,12/31/2012,9/30/2013,12/31/2013,0.242,22.58,6.57,18.293,0.366,0.246,4.835,1.81%,TROW
10138,12/31/2012,9/30/2013,1/31/2014,0.242,21.143,6.155,17.14,0.366,0.246,4.53,1.94%,TROW
10138,12/31/2013,12/31/2013,2/28/2014,0.22,20.813,6.115,17.284,0.375,0.242,4.421,1.87%,TROW
10138,12/31/2013,12/31/2013,3/31/2014,0.22,21.115,6.21,17.552,0.375,0.242,4.49,2.14%,TROW
10138,12/31/2013,12/31/2013,4/30/2014,0.22,21.059,6.191,17.498,0.375,0.242,4.476,2.14%,TROW
10138,12/31/2013,3/31/2014,5/31/2014,0.233,19.885,5.912,16.988,0.371,0.25,4.253,2.16%,TROW
10138,12/31/2013,3/31/2014,6/30/2014,0.233,20.588,6.128,17.607,0.371,0.25,4.407,2.09%,TROW
10138,12/31/2013,3/31/2014,7/31/2014,0.233,18.941,5.638,16.202,0.371,0.25,4.056,2.27%,TROW
10138,12/31/2013,6/30/2014,8/31/2014,0.238,18.792,5.677,17.309,0.37,0.25,4.04,2.17%,TROW
10138,12/31/2013,6/30/2014,9/30/2014,0.238,18.19,5.445,16.602,0.37,0.25,3.875,2.24%,TROW
10138,12/31/2013,6/30/2014,10/31/2014,0.238,19.046,5.673,17.299,0.37,0.25,4.038,2.14%,TROW
10138,12/31/2013,9/30/2014,11/30/2014,0.256,18.842,5.567,16.771,0.368,0.244,4.142,2.11%,TROW
10138,12/31/2013,9/30/2014,12/31/2014,0.256,19.381,5.785,17.43,0.368,0.244,4.304,2.05%,TROW
10138,12/31/2013,9/30/2014,1/31/2015,0.256,17.77,5.304,15.98,0.368,0.244,3.947,2.24%,TROW
10138,12/31/2014,12/31/2014,2/28/2015,0.241,18.154,5.405,16.668,0.375,0.241,3.989,2.13%,TROW
10138,12/31/2014,12/31/2014,3/31/2015,0.241,17.798,5.299,16.341,0.375,0.241,3.911,2.57%,TROW
10138,12/31/2014,12/31/2014,4/30/2015,0.241,17.842,5.312,16.382,0.375,0.241,3.921,2.56%,TROW
10138,12/31/2014,3/31/2015,5/31/2015,0.237,17.695,5.186,15.598,0.361,0.236,4.204,2.58%,TROW
10138,12/31/2014,3/31/2015,6/30/2015,0.237,17.046,5.006,15.056,0.361,0.236,4.058,2.68%,TROW
10138,12/31/2014,3/31/2015,7/31/2015,0.237,16.914,4.874,14.66,0.361,0.236,3.951,2.70%,TROW
10138,12/31/2014,6/30/2015,8/31/2015,0.248,15.326,4.446,12.68,0.36,0.242,3.708,2.89%,TROW
10138,12/31/2014,6/30/2015,9/30/2015,0.248,14.819,4.223,12.044,0.36,0.242,3.522,2.99%,TROW
10138,12/31/2014,6/30/2015,10/31/2015,0.248,16.124,4.584,13.073,0.36,0.242,3.823,2.75%,TROW
10138,12/31/2014,9/30/2015,11/30/2015,0.267,16.447,4.584,13.217,0.359,0.24,4.091,2.73%,TROW
10138,12/31/2014,9/30/2015,12/31/2015,0.267,15.441,4.293,12.377,0.359,0.24,3.831,2.91%,TROW
10138,12/31/2014,9/30/2015,1/31/2016,0.267,15.324,4.261,12.284,0.359,0.24,3.802,2.93%,TROW
10138,12/31/2015,12/31/2015,2/29/2016,0.266,14.927,4.074,11.36,0.377,0.241,3.594,3.01%,TROW
10138,12/31/2015,12/31/2015,3/31/2016,0.266,15.866,4.339,12.1,0.377,0.241,3.828,2.94%,TROW
10138,12/31/2015,12/31/2015,4/30/2016,0.266,16.261,4.449,12.405,0.377,0.241,3.924,2.87%,TROW
10138,12/31/2015,3/31/2016,5/31/2016,0.261,16.572,4.589,18.638,0.361,0.251,4.015,2.80%,TROW
10138,12/31/2015,3/31/2016,6/30/2016,0.261,15.692,4.385,17.81,0.361,0.251,3.837,2.96%,TROW
10138,12/31/2015,3/31/2016,7/31/2016,0.261,15.202,4.216,17.122,0.361,0.251,3.688,3.06%,TROW
10138,12/31/2015,6/30/2016,8/31/2016,0.268,16.557,4.175,29.385,0.346,0.227,3.556,3.11%,TROW
10138,12/31/2015,6/30/2016,9/30/2016,0.268,15.833,3.933,27.68,0.346,0.227,3.349,3.25%,TROW
10138,12/31/2015,6/30/2016,10/31/2016,0.268,15.24,3.764,26.491,0.346,0.227,3.206,3.37%,TROW
10138,12/31/2015,9/30/2016,11/30/2016,0.297,16.756,4.309,44.725,0.332,0.239,3.73,2.92%,TROW
10138,12/31/2015,9/30/2016,12/31/2016,0.297,17.027,4.403,45.702,0.332,0.239,3.811,2.87%,TROW
10138,12/31/2015,9/30/2016,1/31/2017,0.297,15.258,3.946,40.953,0.332,0.239,3.415,3.20%,TROW
10138,12/31/2016,12/31/2016,2/28/2017,0.272,14.992,4.077,100.977,0.341,0.249,3.437,3.03%,TROW
10138,12/31/2016,12/31/2016,3/31/2017,0.272,14.347,3.894,96.433,0.341,0.249,3.283,3.35%,TROW
10138,12/31/2016,12/31/2016,4/30/2017,0.272,14.924,4.05,100.314,0.341,0.249,3.415,3.22%,TROW
10138,12/31/2016,3/31/2017,5/31/2017,0.304,13.785,3.897,57.532,0.31,0.266,3.399,3.24%,TROW
10138,12/31/2016,3/31/2017,6/30/2017,0.304,14.523,4.088,60.358,0.31,0.266,3.566,3.07%,TROW
10138,12/31/2016,3/31/2017,7/31/2017,0.304,16.188,4.559,67.307,0.31,0.266,3.976,2.76%,TROW
10138,12/31/2016,6/30/2017,8/31/2017,0.29,14.495,4.503,59.427,0.319,0.298,3.923,2.70%,TROW
10138,12/31/2016,6/30/2017,9/30/2017,0.29,15.576,4.876,64.351,0.319,0.298,4.248,2.52%,TROW
10138,12/31/2016,6/30/2017,10/31/2017,0.29,15.962,4.999,65.975,0.319,0.298,4.355,2.45%,TROW
10138,12/31/2016,9/30/2017,11/30/2017,0.252,16.872,5.365,97.76,0.331,0.306,4.511,2.22%,TROW
10138,12/31/2016,9/30/2017,12/31/2017,0.252,17.202,5.533,100.821,0.331,0.306,4.653,2.17%,TROW
10138,12/31/2016,9/30/2017,1/31/2018,0.252,18.3,5.886,107.259,0.331,0.306,4.95,2.04%,TROW
10138,12/31/2017,12/31/2017,2/28/2018,0.226,18.744,5.71,119.261,0.32,0.277,4.699,2.04%,TROW
10138,12/31/2017,12/31/2017,3/31/2018,0.226,18.085,5.48,114.454,0.32,0.277,4.51,2.59%,TROW
10138,12/31/2017,12/31/2017,4/30/2018,0.226,19.065,5.75,120.087,0.32,0.277,4.732,2.46%,TROW
10138,12/31/2017,3/31/2018,5/31/2018,0.225,19.584,5.821,52.314,0.334,0.291,4.981,2.31%,TROW
10138,12/31/2017,3/31/2018,6/30/2018,0.225,18.724,5.59,50.233,0.334,0.291,4.783,2.41%,TROW
10138,12/31/2017,3/31/2018,7/31/2018,0.225,19.206,5.734,51.529,0.334,0.291,4.907,2.35%,TROW
10138,12/31/2017,6/30/2018,8/31/2018,0.217,17.884,5.41,27.642,0.335,0.293,4.609,2.42%,TROW
10138,12/31/2017,6/30/2018,9/30/2018,0.217,16.849,5.085,25.978,0.335,0.293,4.332,2.56%,TROW
10138,12/31/2017,6/30/2018,10/31/2018,0.217,14.968,4.481,22.892,0.335,0.293,3.817,2.89%,TROW
10138,12/31/2017,9/30/2018,11/30/2018,0.244,13.762,4.457,17.542,0.333,0.314,3.701,2.82%,TROW
10138,12/31/2017,9/30/2018,12/31/2018,0.244,12.787,4.096,16.124,0.333,0.314,3.402,3.03%,TROW
10138,12/31/2017,9/30/2018,1/31/2019,0.244,12.945,4.147,16.323,0.333,0.314,3.444,3.00%,TROW
10138,12/31/2018,12/31/2018,2/28/2019,0.279,13.814,4.425,14.675,0.33,0.308,3.882,2.79%,TROW
10138,12/31/2018,12/31/2018,3/31/2019,0.279,13.772,4.406,14.613,0.33,0.308,3.865,3.04%,TROW
10138,12/31/2018,12/31/2018,4/30/2019,0.279,14.787,4.732,15.693,0.33,0.308,4.151,2.83%,TROW
10138,12/31/2018,3/31/2019,5/31/2019,0.267,13.361,4.452,14.257,0.314,0.308,3.79,3.01%,TROW
10138,12/31/2018,3/31/2019,6/30/2019,0.267,14.493,4.81,15.402,0.314,0.308,4.094,2.77%,TROW
10138,12/31/2018,3/31/2019,7/31/2019,0.267,14.979,4.972,15.922,0.314,0.308,4.232,2.68%,TROW
10138,12/31/2018,6/30/2019,8/31/2019,0.255,13.932,4.806,15.895,0.305,0.316,3.961,2.75%,TROW
